ticker,date,foreign_buy,foreign_sell,foreign_net,trust_net,dealer_net,total_net
2351.TW,2023-08-07,213000,151000,62000,0,-6097,55903
2351.TW,2023-08-08,187000,356000,-169000,0,-16391,-185391
2351.TW,2023-08-09,358000,269000,89000,-100000,-659,-11659
2351.TW,2023-08-10,270000,690000,-420000,0,-5321,-425321
2351.TW,2023-08-11,269000,612558,-343558,0,-20280,-363838
2351.TW,2023-08-14,598000,312000,286000,0,-23857,262143
2351.TW,2023-08-15,814000,309000,505000,0,2282,507282
2351.TW,2023-08-16,581000,620000,-39000,0,-1356,-40356
2351.TW,2023-08-17,512000,343000,169000,0,28452,197452
2351.TW,2023-08-18,113000,198000,-85000,0,-16345,-101345
2351.TW,2023-08-21,49000,127000,-78000,0,-2769,-80769
2351.TW,2023-08-22,168000,100000,68000,0,-2367,65633
2351.TW,2023-08-23,310000,143000,167000,0,386,167386
2351.TW,2023-08-24,125000,431000,-306000,0,1095,-304905
2351.TW,2023-08-25,103000,62000,41000,0,17398,58398
2351.TW,2023-08-28,106000,186000,-80000,0,-1019,-81019
2351.TW,2023-08-29,42000,70000,-28000,-19000,-170,-47170
2351.TW,2023-08-30,182000,68000,114000,0,40000,154000
2351.TW,2023-08-31,27000,148000,-121000,0,-6038,-127038
2351.TW,2023-09-01,82000,123000,-41000,0,31387,-9613
2351.TW,2023-09-04,102000,105000,-3000,0,3600,600
2351.TW,2023-09-05,286000,212000,74000,0,38463,112463
2351.TW,2023-09-06,68000,300000,-232000,0,-11002,-243002
2351.TW,2023-09-07,33000,332000,-299000,0,-3103,-302103
2351.TW,2023-09-08,37000,53000,-16000,0,-27741,-43741
2351.TW,2023-09-11,159000,86000,73000,0,7544,80544
2351.TW,2023-09-12,384000,858000,-474000,20000,69550,-384450
2351.TW,2023-09-13,413000,513000,-100000,0,-3903,-103903
2351.TW,2023-09-14,456000,163000,293000,20000,-999,312001
2351.TW,2023-09-15,294000,627000,-333000,0,-115421,-448421
2351.TW,2023-09-18,524000,274000,250000,68000,41000,359000
2351.TW,2023-09-19,80000,543000,-463000,10000,-3961,-456961
2351.TW,2023-09-20,806000,501000,305000,46000,-16066,334934
2351.TW,2023-09-21,183000,568000,-385000,20000,32446,-332554
2351.TW,2023-09-22,190000,147000,43000,20000,-2329,60671
2351.TW,2023-09-25,76000,104000,-28000,0,8000,-20000
2351.TW,2023-09-26,191000,123000,68000,100000,0,168000
2351.TW,2023-09-27,110000,289000,-179000,50000,-49941,-178941
2351.TW,2023-09-28,712000,107000,605000,110000,-1961,713039
2351.TW,2023-10-02,364000,404000,-40000,85000,49996,94996
2351.TW,2023-10-03,302000,676000,-374000,0,33996,-340004
2351.TW,2023-10-04,682000,334000,348000,32000,93806,473806
2351.TW,2023-10-05,598030,1028000,-429970,50000,-26019,-405989
2351.TW,2023-10-06,468000,318000,150000,50000,-38483,161517
2351.TW,2023-10-11,637000,434000,203000,20000,-65999,157001
2351.TW,2023-10-12,240000,445000,-205000,0,42799,-162201
2351.TW,2023-10-13,458000,283000,175000,0,7000,182000
2351.TW,2023-10-16,65000,237000,-172000,0,32997,-139003
2351.TW,2023-10-17,472000,658000,-186000,0,115827,-70173
2351.TW,2023-10-18,508237,632000,-123763,0,-7008,-130771
2351.TW,2023-10-19,206000,322000,-116000,-55000,-18558,-189558
2351.TW,2023-10-20,401000,466000,-65000,-131000,-17965,-213965
2351.TW,2023-10-23,218000,59000,159000,0,-60932,98068
2351.TW,2023-10-24,417000,112030,304970,0,-16566,288404
2351.TW,2023-10-25,536000,100000,436000,0,-1634,434366
2351.TW,2023-10-26,30000,420000,-390000,0,-9465,-399465
2351.TW,2023-10-27,330000,477000,-147000,0,-16755,-163755
2351.TW,2023-10-30,354000,272000,82000,0,-2887,79113
2351.TW,2023-10-31,449000,604000,-155000,0,-25924,-180924
2351.TW,2023-11-01,141000,133000,8000,0,1077,9077
2351.TW,2023-11-02,181000,149000,32000,9000,302,41302
2351.TW,2023-11-03,472000,215000,257000,8000,-2078,262922
2351.TW,2023-11-06,119000,160000,-41000,0,-627,-41627
2351.TW,2023-11-07,61000,48000,13000,0,400,13400
2351.TW,2023-11-08,165000,90000,75000,0,-4592,70408
2351.TW,2023-11-09,590000,203000,387000,0,-1823,385177
2351.TW,2023-11-13,290000,320000,-30000,0,1400,-28600
2351.TW,2023-11-14,406000,338000,68000,0,8467,76467
2351.TW,2023-11-15,1014000,396000,618000,0,18329,636329
2351.TW,2023-11-16,702000,411000,291000,0,-651,290349
2351.TW,2023-11-17,405000,289000,116000,21000,-6458,130542
2351.TW,2023-11-20,344000,72000,272000,0,13208,285208
2351.TW,2023-11-21,772000,798000,-26000,0,39170,13170
2351.TW,2023-11-22,534000,679000,-145000,0,-3259,-148259
2351.TW,2023-11-23,601000,482000,119000,2000,-224444,-103444
2351.TW,2023-11-24,261000,281000,-20000,0,-5713,-25713
2351.TW,2023-11-27,249129,480000,-230871,0,-235,-231106
2351.TW,2023-11-28,376000,270776,105224,0,3232,108456
2351.TW,2023-11-29,549000,1475000,-926000,-20000,56465,-889535
2351.TW,2023-11-30,531250,576000,-44750,-20000,-11888,-76638
2351.TW,2023-12-01,158000,309000,-151000,0,-5253,-156253
2351.TW,2023-12-04,84000,116000,-32000,-30000,-13707,-75707
2351.TW,2023-12-05,91000,151249,-60249,0,-1004,-61253
2351.TW,2023-12-06,91000,192000,-101000,0,6992,-94008
2351.TW,2023-12-07,42650,175000,-132350,0,-19794,-152144
2351.TW,2023-12-08,96650,135000,-38350,-25000,-3772,-67122
2351.TW,2023-12-11,126000,232000,-106000,0,12731,-93269
2351.TW,2023-12-12,168000,258000,-90000,0,-1466,-91466
2351.TW,2023-12-13,133000,205000,-72000,-45000,-8690,-125690
2351.TW,2023-12-14,585500,603000,-17500,0,31454,13954
2351.TW,2023-12-15,2808000,1279000,1529000,668000,102846,2299846
2351.TW,2023-12-18,626000,778500,-152500,156000,-64025,-60525
2351.TW,2023-12-19,392000,640000,-248000,0,-50694,-298694
2351.TW,2023-12-20,210004,221000,-10996,-30000,-5282,-46278
2351.TW,2023-12-21,109000,215000,-106000,89000,-7865,-24865
2351.TW,2023-12-22,52000,228000,-176000,-21000,-27551,-224551
2351.TW,2023-12-25,114000,76000,38000,-150000,4698,-107302
2351.TW,2023-12-26,88000,251000,-163000,-44000,4872,-202128
2351.TW,2023-12-27,98000,163000,-65000,10000,3550,-51450
2351.TW,2023-12-28,225000,167000,58000,0,14301,72301
2351.TW,2023-12-29,21000,143000,-122000,0,-10907,-132907
2351.TW,2024-01-02,89000,176000,-87000,-30000,-15510,-132510
2351.TW,2024-01-03,172000,280000,-108000,30000,-36853,-114853
2351.TW,2024-01-04,144000,291000,-147000,-142000,-11648,-300648
2351.TW,2024-01-05,696250,477000,219250,-319000,-2552,-102302
2351.TW,2024-01-08,423300,285000,138300,-49000,-3294,86006
2351.TW,2024-01-09,263000,304000,-41000,-77000,-8243,-126243
2351.TW,2024-01-10,118000,155000,-37000,-190000,-1075,-228075
2351.TW,2024-01-11,122000,122000,0,0,-5027,-5027
2351.TW,2024-01-12,79000,201000,-122000,-4000,3586,-122414
2351.TW,2024-01-15,105000,240000,-135000,-9000,-1740,-145740
2351.TW,2024-01-16,402000,366000,36000,-10000,987,26987
2351.TW,2024-01-17,233000,505000,-272000,0,19176,-252824
2351.TW,2024-01-18,157000,253000,-96000,0,-5518,-101518
2351.TW,2024-01-19,189000,169000,20000,0,669,20669
2351.TW,2024-01-22,146000,205000,-59000,-1000,-1525,-61525
2351.TW,2024-01-23,246781,190000,56781,0,1240,58021
2351.TW,2024-01-24,31000,132000,-101000,0,-5428,-106428
2351.TW,2024-01-25,34000,98000,-64000,0,-2062,-66062
2351.TW,2024-01-26,23000,67000,-44000,0,2110,-41890
2351.TW,2024-01-29,38000,44000,-6000,0,-562,-6562
2351.TW,2024-01-30,72000,185000,-113000,-14000,1961,-125039
2351.TW,2024-01-31,92950,67000,25950,-185000,-1650,-160700
2351.TW,2024-02-01,35000,90000,-55000,-100000,22168,-132832
2351.TW,2024-02-02,126000,64000,62000,0,1503,63503
2351.TW,2024-02-05,211000,280000,-69000,-112000,7937,-173063
2351.TW,2024-02-15,142000,314000,-172000,-10000,9912,-172088
2351.TW,2024-02-16,540004,551000,-10996,-1000,6184,-5812
2351.TW,2024-02-19,482010,464000,18010,-1000,8612,25622
2351.TW,2024-02-20,168110,659000,-490890,0,-3676,-494566
2351.TW,2024-02-21,294000,414100,-120100,-1000,-3703,-124803
2351.TW,2024-02-22,132000,214000,-82000,0,-27,-82027
2351.TW,2024-02-23,204000,183763,20237,-16000,-42,4195
2351.TW,2024-02-26,157000,205000,-48000,-2000,2330,-47670
2351.TW,2024-02-27,210000,558000,-348000,0,-3133,-351133
2351.TW,2024-02-29,187000,239000,-52000,84000,1460,33460
2351.TW,2024-03-01,79000,53000,26000,0,-2542,23458
2351.TW,2024-03-04,112000,200010,-88010,-1000,216,-88794
2351.TW,2024-03-05,463000,218000,245000,-2000,-6177,236823
2351.TW,2024-03-06,439730,91004,348726,0,488,349214
2351.TW,2024-03-07,138000,644000,-506000,-1000,901,-506099
2351.TW,2024-03-08,211000,432000,-221000,0,-655,-221655
2351.TW,2024-03-11,144000,267000,-123000,-1000,8122,-115878
2351.TW,2024-03-12,37000,99000,-62000,0,4128,-57872
2351.TW,2024-03-13,89000,620000,-531000,0,-4063,-535063
2351.TW,2024-03-14,177178,238500,-61322,0,-43578,-104900
2351.TW,2024-03-15,73000,299000,-226000,0,237,-225763
2351.TW,2024-03-18,249000,138000,111000,-90000,922,21922
2351.TW,2024-03-19,86000,242000,-156000,0,2152,-153848
2351.TW,2024-03-20,21000,242000,-221000,-45000,5035,-260965
